Date,Time,Datetime,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,SN,F10.7obs,F10.7adj,ap_value,Kp_value
2023-08-27,02:00:00,2023-08-27 02:00:00,1,5.01,3.83,6.06,-0.41,-1.61,1.2,4.26,1.62,5.72,-2.86,-4.32,0.17,94.71,70.47,120.19,-36.11,-65.07,1.81,3.02,1.83,5.11,402.6,385.2,429.5,90209,48590,317699,84.0,141.5,144.5,0,1.5
2023-08-27,03:00:00,2023-08-27 03:00:00,1,4.57,3.55,5.37,-1.09,-2.11,0.45,3.23,0.7,3.88,-3.23,-3.85,-2.05,108.02,77.09,137.81,-43.51,-71.03,-27.17,2.88,1.94,3.74,382.5,368.3,399.7,50669,39628,78116,84.0,141.5,144.5,18,3.333
2023-08-27,04:00:00,2023-08-27 04:00:00,1,5.52,5.14,5.75,-1.95,-2.78,-1.21,3.57,3.07,4.02,-3.74,-4.0,-3.06,118.89,106.36,130.42,-41.85,-47.05,-36.6,1.98,0.87,3.5,379.3,375.4,384.4,47548,37257,70165,84.0,141.5,144.5,18,3.333
2023-08-27,05:00:00,2023-08-27 05:00:00,1,4.75,3.13,5.37,-1.98,-3.48,0.59,2.81,1.75,3.63,-3.04,-3.55,-1.64,119.25,74.95,151.85,-39.89,-44.08,-26.87,4.24,2.34,5.51,382.3,372.8,393.6,50644,33687,68361,84.0,141.5,144.5,0,1.5
2023-08-27,06:00:00,2023-08-27 06:00:00,1,3.75,2.95,4.28,0.95,-0.24,1.61,2.92,2.2,3.38,-2.1,-2.63,-1.64,73.07,58.0,91.17,-34.08,-46.49,-26.49,3.83,3.31,4.56,386.7,381.1,404.7,56318,42962,92834,84.0,141.5,144.5,9,2.333
2023-08-27,07:00:00,2023-08-27 07:00:00,1,3.55,2.0,4.44,1.49,0.36,2.06,2.57,0.43,3.22,-2.06,-2.87,-1.38,56.28,14.58,71.81,-36.47,-68.21,-24.72,3.48,2.99,4.53,392.3,378.6,405.9,57090,41882,95805,84.0,141.5,144.5,9,2.333
2023-08-27,08:00:00,2023-08-27 08:00:00,1,3.35,1.8,4.59,-1.39,-2.33,2.19,2.68,0.67,3.91,-1.55,-2.3,-1.11,89.03,17.82,126.37,-23.44,-50.03,-15.35,3.44,2.91,5.37,380.6,375.3,386.9,47211,36629,62624,84.0,141.5,144.5,0,1.5
2023-08-27,09:00:00,2023-08-27 09:00:00,1,4.0,2.0,4.45,-0.15,-1.28,0.5,3.82,1.92,4.31,-0.87,-2.32,1.34,93.13,76.43,106.64,-13.33,-35.98,23.43,3.53,2.42,4.63,377.1,372.9,381.4,48457,41450,54809,84.0,141.5,144.5,4,1.0
2023-08-27,10:00:00,2023-08-27 10:00:00,1,4.34,3.6,4.83,0.0,-1.59,1.09,3.56,2.24,4.47,-2.4,-3.48,-0.77,91.02,66.77,110.47,-34.57,-54.38,-10.24,3.81,2.64,4.94,376.2,371.2,382.5,48751,39091,55418,84.0,141.5,144.5,4,1.0
2023-08-27,11:00:00,2023-08-27 11:00:00,1,4.52,4.07,5.98,1.33,-2.56,2.21,3.72,3.1,5.84,-1.92,-2.35,2.46,80.85,54.1,118.42,-26.38,-33.39,26.33,4.06,0.33,4.94,384.2,374.1,413.9,45783,11056,78593,84.0,141.5,144.5,0,1.5
2023-08-27,12:00:00,2023-08-27 12:00:00,1,6.07,5.84,6.36,-3.49,-4.4,-0.71,4.78,3.31,5.93,-0.24,-3.29,2.61,123.08,95.49,141.87,-2.27,-30.71,26.55,4.07,0.34,4.89,463.4,399.4,473.2,195918,11593,222993,84.0,141.5,144.5,6,1.667
2023-08-27,13:00:00,2023-08-27 13:00:00,1,6.0,5.76,6.1,-3.05,-5.35,0.4,3.54,-2.69,5.81,-3.14,-4.48,-1.36,136.86,81.59,208.5,-31.99,-49.19,-13.2,2.47,0.38,5.3,438.6,391.3,469.1,124858,12056,227142,84.0,141.5,144.5,6,1.667
2023-08-27,14:00:00,2023-08-27 14:00:00,1,6.11,5.91,6.37,0.43,-4.7,2.17,4.78,2.81,5.6,-3.28,-5.02,-0.9,92.35,59.31,141.65,-32.41,-53.52,-8.69,2.22,0.36,5.71,410.0,384.7,464.1,107054,11966,352145,84.0,141.5,144.5,0,1.5
2023-08-27,15:00:00,2023-08-27 15:00:00,1,6.03,5.51,6.25,-1.93,-3.74,-0.02,5.51,4.47,6.09,-0.95,-1.98,0.43,109.55,84.34,128.4,-8.97,-20.07,4.12,0.49,0.35,4.16,408.1,398.4,465.2,30942,10808,194012,84.0,141.5,144.5,7,2.0
2023-08-27,16:00:00,2023-08-27 16:00:00,1,6.26,5.85,6.5,0.28,-1.09,2.18,5.13,3.54,5.81,-3.34,-5.08,-0.69,86.79,67.49,99.89,-32.79,-54.5,-6.46,0.46,0.21,3.05,408.9,390.3,477.3,29856,5000,138719,84.0,141.5,144.5,7,2.0
2023-08-27,17:00:00,2023-08-27 17:00:00,1,6.46,6.31,6.6,-1.23,-3.69,0.9,6.13,0.72,6.43,0.16,-6.3,1.66,100.91,64.5,124.24,1.44,-82.8,15.14,0.91,0.24,5.43,438.3,403.0,467.2,58172,5542,220570,84.0,141.5,144.5,0,1.5
2023-08-27,18:00:00,2023-08-27 18:00:00,1,6.41,6.2,6.65,-1.3,-2.67,0.5,5.3,2.82,6.28,-3.38,-5.12,-1.36,108.39,78.85,128.63,-32.08,-52.75,-11.98,0.61,0.1,5.41,430.2,325.5,473.0,45712,5000,215192,84.0,141.5,144.5,9,2.333
2023-08-27,19:00:00,2023-08-27 19:00:00,1,6.32,5.93,6.46,0.78,0.12,1.63,5.97,5.27,6.4,-1.29,-2.87,2.85,81.92,73.19,88.33,-11.95,-27.18,26.47,1.17,0.52,2.94,357.3,351.7,387.6,6216,5000,76824,84.0,141.5,144.5,9,2.333
2023-08-27,20:00:00,2023-08-27 20:00:00,1,6.23,5.9,6.42,0.6,-0.25,1.32,6.19,5.43,6.32,-0.61,-2.6,0.26,85.29,77.16,91.93,-5.41,-25.52,2.48,1.16,0.51,2.54,355.5,348.4,358.3,5074,5000,10818,84.0,141.5,144.5,0,1.5
2023-08-27,21:00:00,2023-08-27 21:00:00,1,6.19,5.98,6.37,1.96,1.13,2.75,5.67,5.01,5.76,1.47,-1.77,2.53,71.2,61.16,78.06,13.56,-17.03,24.12,1.55,0.86,2.3,350.4,346.5,356.4,6948,5000,8699,84.0,141.5,144.5,5,1.333
2023-08-27,22:00:00,2023-08-27 22:00:00,1,6.05,5.9,6.28,1.32,-0.57,2.02,5.68,5.28,5.84,-1.68,-2.58,-0.71,78.14,68.48,89.51,-15.56,-25.14,-6.81,1.71,0.84,2.48,351.6,339.1,359.4,6983,5000,8223,84.0,141.5,144.5,5,1.333
2023-08-27,23:00:00,2023-08-27 23:00:00,1,5.78,5.66,5.92,1.81,0.85,2.18,5.44,5.12,5.59,-0.74,-1.81,-0.1,72.21,67.32,79.9,-7.47,-17.97,-0.95,2.55,2.01,2.77,347.8,343.5,350.2,7761,6766,9394,84.0,141.5,144.5,0,1.5
2023-08-28,00:00:00,2023-08-28 00:00:00,1,5.68,5.51,5.78,1.68,0.1,2.12,5.18,3.62,5.48,-1.49,-4.36,-0.58,72.31,66.57,82.91,-15.2,-50.3,-5.84,2.14,1.92,3.24,345.2,340.2,349.4,8296,7169,10702,84.0,141.7,144.5,5,1.333
2023-08-28,01:00:00,2023-08-28 01:00:00,1,5.55,5.43,5.75,0.45,-0.42,1.17,3.34,2.5,4.03,-4.38,-5.15,-3.62,82.82,67.86,97.98,-52.29,-63.92,-41.03,2.96,1.43,3.83,341.5,332.5,345.4,8684,5097,10824,84.0,141.7,144.5,5,1.333
2023-08-28,02:00:00,2023-08-28 02:00:00,1,5.44,5.27,5.56,0.89,-0.4,1.34,4.13,1.73,4.72,-3.37,-5.26,-2.51,81.53,71.11,100.31,-38.46,-71.55,-27.6,3.11,0.99,3.49,339.6,328.8,344.6,8629,5000,11254,84.0,141.7,144.5,0,1.333
2023-08-28,03:00:00,2023-08-28 03:00:00,1,5.32,5.08,5.64,-0.16,-0.87,0.77,3.48,1.1,5.32,-3.98,-5.48,1.38,94.53,81.65,121.83,-49.73,-76.74,14.43,2.77,1.06,3.9,330.8,327.5,335.3,9274,5000,14217,84.0,141.7,144.5,7,2.0
2023-08-28,04:00:00,2023-08-28 04:00:00,1,5.28,3.53,5.64,-0.28,-1.09,0.88,3.35,1.56,4.64,-3.85,-4.69,4.01,92.8,57.75,109.88,-47.15,-67.19,58.08,2.89,0.85,4.1,329.4,323.4,343.0,9579,5000,26518,84.0,141.7,144.5,7,2.0
2023-08-28,05:00:00,2023-08-28 05:00:00,1,4.97,4.7,5.4,0.14,-0.8,1.07,4.16,2.32,4.92,-2.4,-4.23,2.69,86.36,65.37,97.82,-29.83,-58.88,30.8,3.76,0.99,4.57,335.8,325.9,339.4,13841,5000,17087,84.0,141.7,144.5,0,1.333
2023-08-28,06:00:00,2023-08-28 06:00:00,1,5.37,4.76,5.57,-0.31,-3.77,0.94,4.32,2.56,4.96,-3.03,-3.8,-1.28,96.19,75.64,136.11,-35.01,-46.52,-15.6,4.56,2.66,5.41,329.9,303.7,332.4,12384,11137,16447,84.0,141.7,144.5,6,1.667
2023-08-28,07:00:00,2023-08-28 07:00:00,1,5.5,4.43,5.67,-0.5,-1.87,0.55,3.57,1.54,4.62,-3.92,-4.39,-3.04,95.99,78.94,118.33,-49.01,-69.72,-34.32,5.09,4.17,6.72,323.7,317.5,327.1,13464,12227,19668,84.0,141.7,144.5,6,1.667
2023-08-28,08:00:00,2023-08-28 08:00:00,1,5.1,4.39,5.45,0.35,-0.22,1.15,3.15,1.58,4.23,-3.74,-4.41,-3.04,82.36,71.19,94.12,-50.49,-68.76,-35.4,6.32,5.66,7.43,326.7,324.8,327.9,16154,11506,17838,84.0,141.7,144.5,0,1.333
2023-08-28,09:00:00,2023-08-28 09:00:00,1,4.94,4.6,5.27,0.33,-0.54,2.12,3.38,1.56,4.34,-3.76,-4.68,0.33,82.99,62.38,97.99,-47.94,-71.21,3.92,5.81,4.61,7.34,325.9,323.1,339.0,18455,15688,22300,84.0,141.7,144.5,6,1.667
2023-08-28,10:00:00,2023-08-28 10:00:00,1,5.18,5.02,5.52,0.42,-0.8,1.0,2.93,2.2,4.09,-4.26,-4.82,-3.15,83.59,64.99,98.52,-54.74,-61.93,-37.85,5.72,5.14,7.08,324.9,323.0,328.8,18898,18069,22987,84.0,141.7,144.5,6,1.667
2023-08-28,11:00:00,2023-08-28 11:00:00,1,5.44,5.35,5.61,0.39,-1.47,2.01,4.4,2.88,4.81,-3.06,-4.44,-1.52,85.55,66.32,116.66,-34.19,-54.02,-16.32,5.75,4.93,7.26,325.0,322.3,327.5,19271,18087,23527,84.0,141.7,144.5,0,1.333
2023-08-28,12:00:00,2023-08-28 12:00:00,1,5.51,5.24,5.91,1.48,0.64,2.32,4.15,3.41,4.61,-3.35,-4.34,-2.0,70.47,61.06,78.62,-37.39,-51.29,-22.09,5.32,4.87,7.71,322.6,319.2,325.6,24657,19827,27589,84.0,141.7,144.5,5,1.333
2023-08-28,13:00:00,2023-08-28 13:00:00,1,5.52,5.31,6.38,1.03,-1.35,2.67,3.3,2.21,4.73,-4.2,-5.18,-2.73,79.91,59.12,118.51,-50.12,-65.09,-30.13,5.56,4.74,7.0,320.7,317.7,322.9,26346,21811,30720,84.0,141.7,144.5,5,1.333
2023-08-28,14:00:00,2023-08-28 14:00:00,1,6.34,4.74,7.19,2.55,1.57,3.6,4.43,3.22,5.69,-3.3,-5.59,-1.39,59.48,48.01,66.79,-32.4,-55.72,-16.24,5.38,3.55,7.82,331.8,321.8,341.2,26151,19504,39260,84.0,141.7,144.5,0,1.333
2023-08-28,15:00:00,2023-08-28 15:00:00,1,4.55,3.96,5.05,2.42,1.59,3.06,3.56,2.49,4.15,-1.43,-2.11,-0.79,55.66,43.83,65.12,-17.9,-28.44,-11.32,9.06,7.92,9.91,326.4,323.2,328.2,25690,21147,29179,84.0,141.7,144.5,6,1.667
2023-08-28,16:00:00,2023-08-28 16:00:00,1,4.83,3.01,5.53,2.89,-0.7,3.56,3.7,2.1,4.69,-1.12,-2.66,1.85,55.25,38.02,89.39,-12.97,-50.29,25.48,8.48,5.77,12.36,327.7,322.8,333.8,27584,22737,33524,84.0,141.7,144.5,6,1.667
2023-08-28,17:00:00,2023-08-28 17:00:00,1,5.39,2.76,7.07,-3.8,-4.94,2.43,-1.61,-6.94,2.68,-3.06,-3.89,1.28,200.06,34.11,252.02,-31.05,-49.48,12.03,7.51,4.96,12.02,325.2,321.6,330.9,26067,20193,32828,84.0,141.7,144.5,0,1.333
2023-08-28,18:00:00,2023-08-28 18:00:00,1,6.47,5.57,7.58,-0.4,-1.46,1.61,-5.98,-7.11,-4.7,2.59,1.62,3.42,267.54,255.48,288.6,22.76,14.99,31.74,3.41,2.29,6.21,323.4,311.6,332.7,21629,17102,26170,84.0,141.7,144.5,7,2.0
2023-08-28,19:00:00,2023-08-28 19:00:00,1,6.21,4.8,7.26,-0.16,-3.12,3.02,-5.26,-6.08,-3.69,3.27,-2.63,4.35,269.65,237.81,305.75,32.39,-34.16,38.89,2.15,1.14,3.77,328.5,314.5,341.5,18757,11684,25855,84.0,141.7,144.5,7,2.0
2023-08-28,20:00:00,2023-08-28 20:00:00,1,7.35,6.77,7.52,1.51,0.23,2.85,-5.48,-6.7,-4.65,4.33,2.99,5.38,286.18,272.44,300.07,36.73,23.91,46.64,2.09,1.63,3.09,320.2,314.2,327.3,15244,13088,18494,84.0,141.7,144.5,0,1.333
2023-08-28,21:00:00,2023-08-28 21:00:00,1,7.7,7.46,7.91,2.38,-1.5,3.47,-5.32,-6.94,-3.95,5.17,3.36,5.71,292.18,257.78,311.34,41.87,25.36,47.28,2.6,1.9,5.52,321.5,317.7,346.8,16547,13909,25200,84.0,141.7,144.5,3,0.667
2023-08-28,22:00:00,2023-08-28 22:00:00,1,7.88,7.62,8.11,1.33,-0.31,2.38,-4.95,-6.54,-2.89,5.7,4.69,7.08,285.96,267.24,303.15,46.9,35.97,64.95,3.98,2.38,5.05,335.5,320.9,340.5,17561,13837,19667,84.0,141.7,144.5,3,0.667
2023-08-28,23:00:00,2023-08-28 23:00:00,1,7.67,6.35,7.92,0.8,-0.6,1.25,-4.96,-6.89,-3.22,5.25,2.24,6.95,279.63,264.39,290.74,44.21,19.75,63.22,5.05,4.23,5.92,339.8,337.5,347.9,18379,14991,29938,84.0,141.7,144.5,0,1.333
2023-08-29,00:00:00,2023-08-29 00:00:00,1,7.29,6.02,7.78,0.5,-4.19,1.88,-4.84,-6.02,-2.16,5.27,1.67,6.8,273.12,225.65,299.22,45.79,15.85,68.12,5.22,3.9,7.1,340.3,336.3,363.6,18244,15135,37789,88.0,142.2,145.0,0,0.1665
2023-08-29,01:00:00,2023-08-29 01:00:00,1,6.29,5.96,6.62,-1.79,-4.9,-0.67,-4.41,-5.27,-3.57,4.08,1.05,4.99,246.5,216.96,261.23,40.29,9.72,50.4,5.71,4.09,7.31,358.9,342.5,369.2,38025,22307,47088,88.0,142.2,145.0,0,0.1665
2023-08-29,02:00:00,2023-08-29 02:00:00,1,6.28,6.0,7.33,-3.0,-4.51,2.31,-4.31,-4.79,-3.57,3.32,0.76,5.6,248.86,220.33,302.15,32.44,7.34,51.96,6.63,1.66,7.91,360.4,329.5,367.9,36672,12858,42346,88.0,142.2,145.0,0,0.1665
2023-08-29,03:00:00,2023-08-29 03:00:00,1,7.39,7.06,7.77,3.12,1.73,4.0,-3.17,-4.23,-2.46,5.91,5.46,6.17,312.61,292.26,326.8,53.81,49.12,56.76,1.97,1.26,3.05,326.7,320.5,335.4,13558,8119,17910,88.0,142.2,145.0,0,0.1665
2023-08-29,04:00:00,2023-08-29 04:00:00,1,7.67,7.12,8.08,3.96,2.2,5.09,-2.79,-4.84,1.12,5.98,4.93,6.47,327.91,4.19,347.48,51.35,43.41,54.4,1.4,1.09,1.84,331.0,322.9,344.4,10273,7035,17911,88.0,142.2,145.0,0,0.1665
2023-08-29,05:00:00,2023-08-29 05:00:00,1,7.92,7.16,8.29,3.16,2.27,4.5,-3.7,-4.68,-1.81,6.16,5.55,6.58,312.16,295.93,338.15,51.05,46.67,55.18,1.94,1.18,2.92,338.0,329.1,348.1,14215,8173,41193,88.0,142.2,145.0,0,0.1665
2023-08-29,06:00:00,2023-08-29 06:00:00,1,7.62,7.42,7.92,2.51,1.66,4.0,-4.22,-4.92,-2.66,5.82,5.48,6.52,302.97,289.19,325.54,50.08,45.95,56.38,2.85,2.28,3.39,341.9,326.8,347.9,32493,13939,39116,88.0,142.2,145.0,2,0.333
2023-08-29,07:00:00,2023-08-29 07:00:00,1,7.09,6.66,7.85,2.32,1.08,3.93,-4.9,-6.02,-4.3,4.69,2.02,6.02,295.23,282.05,309.63,42.59,16.46,52.37,3.42,2.47,4.26,344.2,335.4,358.4,44319,20603,97694,88.0,142.2,145.0,2,0.333
2023-08-29,08:00:00,2023-08-29 08:00:00,1,6.66,6.31,6.98,4.52,0.92,5.8,-4.43,-5.12,-1.45,0.35,-6.04,3.3,316.33,300.18,334.44,2.89,-74.22,28.15,3.02,1.78,3.81,339.9,319.2,355.4,78678,13358,157398,88.0,142.2,145.0,0,0.1665
2023-08-29,09:00:00,2023-08-29 09:00:00,1,6.4,4.26,6.73,0.28,-2.89,3.62,-0.86,-2.98,0.38,-5.8,-6.51,-3.21,279.55,16.26,349.28,-72.63,-86.99,-36.7,4.51,3.49,5.37,365.5,339.3,376.2,66565,49676,110667,88.0,142.2,145.0,5,1.333
2023-08-29,10:00:00,2023-08-29 10:00:00,1,5.53,3.5,5.94,3.07,-1.76,4.7,-2.54,-4.22,0.3,-3.41,-5.83,2.23,301.51,137.1,335.91,-37.66,-88.73,24.47,3.57,2.66,4.59,357.0,343.9,372.9,92787,67216,201812,88.0,142.2,145.0,5,1.333
2023-08-29,11:00:00,2023-08-29 11:00:00,1,5.56,5.2,5.85,2.81,-2.65,5.26,-1.43,-2.87,1.99,-4.26,-5.45,-0.41,332.52,3.8,357.75,-49.11,-74.61,-4.15,3.71,2.03,4.77,346.9,322.4,357.2,79508,16299,192048,88.0,142.2,145.0,0,0.1665
2023-08-29,12:00:00,2023-08-29 12:00:00,1,5.79,5.2,6.63,4.49,2.38,5.21,-1.78,-4.37,2.06,-1.7,-5.05,4.54,342.55,2.11,349.56,-17.76,-60.52,44.47,3.26,2.02,4.23,341.5,322.3,351.0,83993,18803,185904,88.0,142.2,145.0,7,2.0
2023-08-29,13:00:00,2023-08-29 13:00:00,1,6.11,5.32,6.63,3.99,2.99,4.84,-3.75,-4.7,-2.72,2.47,-0.31,3.89,316.75,302.43,331.55,23.71,-3.27,38.17,3.01,1.92,3.56,347.2,315.7,360.1,159678,17547,240954,88.0,142.2,145.0,7,2.0
2023-08-29,14:00:00,2023-08-29 14:00:00,1,5.8,5.16,6.39,4.52,1.18,5.53,-2.88,-5.54,-0.5,1.18,-1.13,3.12,321.23,282.85,353.74,11.9,-11.51,32.49,2.67,1.59,3.72,354.5,331.5,393.2,92719,51713,241701,88.0,142.2,145.0,0,0.1665
2023-08-29,15:00:00,2023-08-29 15:00:00,1,5.46,4.84,5.9,4.62,-0.27,5.58,-2.44,-4.51,0.37,-0.82,-4.26,0.65,328.11,3.13,353.81,-8.44,-46.49,7.34,2.92,1.36,3.43,349.9,310.3,356.9,175928,14339,283269,88.0,142.2,145.0,4,1.0
2023-08-29,16:00:00,2023-08-29 16:00:00,1,6.07,5.72,6.42,5.67,4.96,6.32,-0.31,-1.72,1.59,0.35,-1.39,3.48,359.74,0.22,359.05,3.33,-13.73,33.92,1.97,1.43,2.96,315.5,310.4,348.1,20074,15166,176855,88.0,142.2,145.0,4,1.0
2023-08-29,17:00:00,2023-08-29 17:00:00,1,6.38,5.59,6.63,5.58,3.85,6.06,-1.6,-3.8,0.16,2.43,-0.78,3.38,343.59,0.42,358.31,22.78,-8.23,30.64,1.43,1.18,1.85,311.2,309.5,353.7,15169,14223,33757,88.0,142.2,145.0,0,0.1665
2023-08-29,18:00:00,2023-08-29 18:00:00,1,5.83,5.37,6.11,5.01,4.37,5.19,-2.19,-2.9,0.41,2.04,-0.46,2.66,338.46,1.04,348.65,21.15,-4.77,27.29,1.34,1.05,1.64,313.4,311.5,408.8,15544,13311,75846,88.0,142.2,145.0,4,1.0
2023-08-29,19:00:00,2023-08-29 19:00:00,1,5.33,5.09,5.58,4.67,3.08,5.29,-0.63,-3.18,1.35,2.17,-0.42,3.48,352.82,0.25,358.73,23.96,-4.76,40.59,1.32,1.08,2.14,316.8,308.9,403.0,18689,13842,129305,88.0,142.2,145.0,4,1.0
2023-08-29,20:00:00,2023-08-29 20:00:00,1,5.16,4.88,5.39,4.8,2.0,5.37,-0.35,-1.93,2.5,-0.69,-4.16,1.29,359.88,0.24,359.1,-7.52,-56.27,14.25,1.45,1.13,2.57,326.5,300.8,409.1,35091,16140,76921,88.0,142.2,145.0,0,0.1665
2023-08-29,21:00:00,2023-08-29 21:00:00,1,5.69,5.41,6.28,4.8,1.92,5.61,-0.73,-5.88,1.63,-1.57,-3.62,1.0,340.97,0.01,359.26,-16.24,-39.51,10.24,1.91,1.23,3.32,306.9,300.2,406.5,22140,17265,40235,88.0,142.2,145.0,7,2.0
2023-08-29,22:00:00,2023-08-29 22:00:00,1,5.64,5.06,6.13,5.16,3.42,5.49,-1.48,-3.47,0.19,1.56,-3.66,2.43,342.02,0.08,359.74,15.88,-42.66,23.24,1.78,1.28,2.42,303.6,296.9,374.8,25703,17023,48677,88.0,142.2,145.0,7,2.0
2023-08-29,23:00:00,2023-08-29 23:00:00,1,5.9,5.39,6.17,5.38,4.25,6.0,-2.03,-3.24,0.03,0.08,-2.73,2.64,341.3,0.31,355.9,0.74,-29.63,26.48,1.55,1.1,2.14,302.4,294.8,411.8,24005,15725,47711,88.0,142.2,145.0,0,0.1665
2023-08-30,00:00:00,2023-08-30 00:00:00,1,5.92,5.69,6.04,4.87,4.54,5.46,-2.03,-2.82,-1.25,2.68,0.31,3.08,338.07,329.01,346.6,27.3,2.95,30.63,1.4,0.97,1.73,302.9,298.6,410.8,21161,13697,41987,104.0,138.6,141.2,7,2.0
2023-08-30,01:00:00,2023-08-30 01:00:00,1,5.56,5.4,5.88,5.38,5.2,5.55,-1.14,-2.28,0.67,-0.46,-1.79,0.32,349.86,0.22,359.81,-4.69,-18.87,3.12,1.08,0.93,1.45,409.2,347.6,410.8,43889,28518,47195,104.0,138.6,141.2,7,2.0
2023-08-30,02:00:00,2023-08-30 02:00:00,1,5.42,5.3,5.59,5.23,4.45,5.45,0.4,-1.04,2.32,-0.65,-3.02,0.45,7.55,0.02,359.25,-6.66,-34.1,4.71,1.46,1.06,2.1,352.4,295.4,409.9,33756,21518,47969,104.0,138.6,141.2,0,0.8335
2023-08-30,03:00:00,2023-08-30 03:00:00,1,5.13,4.9,5.32,4.68,2.92,5.23,1.87,-0.57,3.96,0.16,-0.76,1.33,23.0,4.17,353.63,1.83,-8.41,14.77,1.47,1.1,2.9,360.2,295.6,410.0,38942,26678,48191,104.0,138.6,141.2,3,0.667
2023-08-30,04:00:00,2023-08-30 04:00:00,1,5.32,4.51,5.57,4.04,2.11,4.73,3.21,2.46,4.25,-0.5,-2.61,1.72,40.4,29.21,57.82,-5.84,-31.22,18.76,2.26,0.99,2.85,305.2,295.1,411.2,27600,20250,42827,104.0,138.6,141.2,3,0.667
2023-08-30,05:00:00,2023-08-30 05:00:00,1,5.33,4.48,5.53,3.73,-0.1,4.72,3.18,-0.29,3.79,-1.81,-4.32,2.46,40.82,1.87,359.19,-20.06,-51.35,30.54,2.41,0.91,5.07,313.6,298.0,412.5,26992,21439,84044,104.0,138.6,141.2,0,0.8335
2023-08-30,06:00:00,2023-08-30 06:00:00,1,5.53,1.34,6.11,2.92,-0.26,3.63,-0.76,-2.14,3.21,4.46,-0.62,5.27,349.16,20.58,354.83,55.88,-13.21,63.61,1.59,0.92,2.67,307.7,299.8,413.0,18491,14007,37250,104.0,138.6,141.2,4,1.0
2023-08-30,07:00:00,2023-08-30 07:00:00,1,5.49,2.78,6.01,2.07,-0.22,2.92,-0.93,-1.72,0.57,4.98,-2.67,5.5,337.1,1.55,354.82,64.22,-58.42,77.76,2.23,1.17,27.15,313.6,306.0,392.4,18072,12865,1448941,104.0,138.6,141.2,4,1.0
2023-08-30,08:00:00,2023-08-30 08:00:00,1,4.76,2.0,4.94,3.86,0.25,4.61,1.78,-0.76,2.88,-1.37,-4.89,1.26,23.0,2.32,354.52,-16.98,-86.44,14.96,1.71,0.89,4.78,316.3,298.4,413.0,29639,18601,43414,104.0,138.6,141.2,0,0.8335
2023-08-30,09:00:00,2023-08-30 09:00:00,1,4.79,4.46,5.37,4.09,-0.29,4.67,1.03,-0.61,2.48,-2.08,-4.82,-0.92,20.24,0.56,358.01,-26.44,-67.05,-11.19,1.55,0.92,4.86,354.6,297.3,412.7,34213,18651,44598,104.0,138.6,141.2,5,1.333
2023-08-30,10:00:00,2023-08-30 10:00:00,1,5.22,4.6,5.56,4.13,0.4,4.67,0.65,-2.37,3.24,-2.93,-4.75,-1.05,10.3,0.19,358.79,-34.58,-62.05,-12.62,2.41,1.13,4.66,303.8,301.0,412.7,25796,22592,47840,104.0,138.6,141.2,5,1.333
2023-08-30,11:00:00,2023-08-30 11:00:00,1,5.35,5.18,5.77,3.56,2.53,4.08,1.13,-0.87,2.82,-3.89,-4.7,-2.73,15.27,0.2,357.72,-46.7,-61.63,-31.29,2.69,1.56,5.02,309.4,301.5,355.8,26197,18130,35908,104.0,138.6,141.2,0,0.8335
2023-08-30,12:00:00,2023-08-30 12:00:00,1,6.56,5.86,7.28,2.71,1.92,4.35,-4.0,-6.86,1.53,-4.11,-6.34,-1.06,312.27,17.4,323.31,-41.09,-64.3,-8.42,4.89,4.24,5.61,316.7,305.3,320.6,30156,27350,35412,104.0,138.6,141.2,7,2.0
2023-08-30,13:00:00,2023-08-30 13:00:00,1,6.66,5.48,6.99,2.93,-0.12,4.03,-5.39,-6.49,-4.42,-0.83,-2.99,4.11,298.08,268.74,312.36,-7.1,-27.09,36.04,4.98,4.48,5.5,314.8,311.0,317.5,31278,26998,35513,104.0,138.6,141.2,7,2.0
2023-08-30,14:00:00,2023-08-30 14:00:00,1,7.03,6.63,7.35,4.79,2.12,5.96,-4.88,-5.81,-4.09,1.19,-1.61,3.98,312.38,292.17,325.42,9.55,-14.06,35.32,4.69,2.85,5.98,310.9,303.7,317.3,31211,23377,34622,104.0,138.6,141.2,0,0.8335
2023-08-30,15:00:00,2023-08-30 15:00:00,1,6.48,6.26,6.94,2.67,0.97,4.67,-3.98,-5.42,-2.62,4.01,1.8,5.5,305.33,283.66,329.05,37.89,16.47,57.95,5.03,2.26,10.43,312.2,289.8,430.1,31057,17244,101989,104.0,138.6,141.2,5,1.333
2023-08-30,16:00:00,2023-08-30 16:00:00,1,6.25,5.2,6.57,2.86,1.43,3.88,-2.93,-4.84,-1.44,4.5,0.84,5.01,316.05,286.46,337.57,46.18,9.41,52.49,5.09,2.79,9.1,310.3,304.5,319.5,29113,16111,44584,104.0,138.6,141.2,5,1.333
