Timestamp,Date,Time,Kp,ap,SN,F10.7obs,F10.7adj,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
2020-05-21 00:00:00,2020-05-21,00:00:00,2.0,7,0,70.2,71.9,1,3.38,1.29,4.96,-0.33,-4.62,2.91,-1.11,-4.49,2.78,-1.6,-3.67,2.45,247.91,60.15,345.37,-34.74,-80.07,34.87,6.5,3.56,12.02,338.6,320.1,361.4,20489,10930,37162
2020-05-22 00:00:00,2020-05-22,00:00:00,2.333,9,0,70.8,72.6,1,4.53,1.12,6.1,0.99,-4.75,4.22,-0.88,-5.29,4.83,-0.86,-5.64,3.85,328.67,3.14,356.79,-11.92,-82.11,73.6,6.92,3.67,18.05,335.2,302.9,369.6,34142,16825,72588
2020-05-23 00:00:00,2020-05-23,00:00:00,1.667,6,0,69.1,70.9,1,2.06,1.19,4.57,1.05,-1.65,3.84,-0.83,-3.86,1.76,-1.04,-3.75,2.12,320.23,4.73,357.45,-29.77,-83.86,45.28,3.2,1.8,6.02,348.7,329.7,374.0,35785,13256,72792
2020-05-24 00:00:00,2020-05-24,00:00:00,2.333,9,0,68.8,70.6,1,4.61,1.37,6.86,-0.11,-3.57,3.32,-2.36,-5.81,0.33,-1.04,-6.2,3.52,264.35,128.08,338.59,-22.44,-81.14,56.74,7.58,2.9,17.34,333.0,316.7,345.9,17294,11898,32107
2020-05-25 00:00:00,2020-05-25,00:00:00,2.0,7,0,70.3,72.1,1,4.93,1.45,6.89,0.46,-4.43,3.61,-3.09,-6.24,3.32,1.05,-4.25,4.51,282.28,7.82,348.14,12.63,-67.47,82.09,9.23,3.0,16.07,320.4,308.2,342.6,25071,11728,38608
2020-05-26 00:00:00,2020-05-26,00:00:00,1.667,6,0,69.7,71.6,1,3.01,1.52,4.74,0.48,-3.66,2.32,-2.07,-4.22,3.4,-1.13,-3.2,2.42,283.8,80.49,343.35,-20.79,-81.67,36.31,6.09,3.6,9.56,313.8,302.7,337.3,16371,7282,25908
2020-05-27 00:00:00,2020-05-27,00:00:00,1.333,5,0,68.0,69.9,1,3.04,1.46,4.55,0.63,-2.02,3.13,0.92,-2.95,4.19,0.5,-1.86,3.6,42.94,5.87,356.8,10.34,-46.73,73.04,6.59,3.11,13.33,309.5,292.7,338.9,12910,6845,28051
2020-05-28 00:00:00,2020-05-28,00:00:00,1.0,4,0,67.5,69.3,1,4.03,2.31,5.17,-1.79,-3.62,1.21,2.26,-2.73,4.58,1.18,-3.94,4.41,131.41,65.82,327.61,15.47,-58.48,76.85,4.89,3.0,10.14,298.2,284.3,312.3,15040,10289,44876
2020-05-29 00:00:00,2020-05-29,00:00:00,1.667,6,0,69.5,71.5,1,3.49,1.12,8.03,-1.77,-7.11,0.77,2.31,-0.99,5.72,0.36,-3.66,5.2,133.47,21.79,332.54,6.32,-52.11,78.95,6.69,4.39,18.04,294.1,276.7,314.7,19862,13034,32421
2020-05-30 00:00:00,2020-05-30,00:00:00,3.333,18,0,70.0,71.9,1,8.88,5.65,13.84,3.24,-4.37,6.24,-4.85,-11.79,7.55,0.0,-12.16,10.98,310.39,5.2,353.62,-0.03,-80.1,79.42,9.22,2.05,29.49,371.3,319.4,422.8,42371,17702,142320
2020-05-31 00:00:00,2020-05-31,00:00:00,1.0,4,2,70.8,72.8,1,3.55,2.63,5.78,2.38,-0.85,3.64,-1.5,-5.43,2.97,0.55,-3.38,3.51,327.98,2.64,357.56,8.74,-69.22,71.49,4.47,2.22,5.63,392.1,372.9,422.8,54946,35842,97294
2020-06-01 00:00:00,2020-06-01,00:00:00,2.667,12,6,69.2,71.2,1,3.3,1.99,6.98,1.37,-2.91,3.5,-0.82,-2.88,4.44,-1.18,-6.77,2.25,320.56,1.48,359.21,-22.44,-86.43,29.85,4.65,2.81,13.74,383.9,355.6,407.1,40922,10251,72051
2020-06-02 00:00:00,2020-06-02,00:00:00,3.0,15,0,70.4,72.4,1,5.71,2.56,7.41,1.54,-4.26,6.64,-2.95,-6.89,3.56,-1.46,-6.71,4.25,300.96,3.48,357.23,-18.72,-73.43,71.86,8.56,5.77,11.95,346.7,316.4,359.2,49419,23297,84794
2020-06-03 00:00:00,2020-06-03,00:00:00,1.0,4,9,70.0,72.0,1,3.27,1.51,4.59,0.24,-2.52,3.01,-2.5,-3.99,0.69,-0.94,-3.86,1.89,280.53,7.59,355.62,-17.48,-66.27,38.49,3.19,0.19,6.65,336.7,314.3,394.4,30447,7574,57552
2020-06-04 00:00:00,2020-06-04,00:00:00,1.667,6,11,70.1,72.1,1,3.5,0.29,4.67,0.77,-2.62,3.24,-0.88,-3.4,3.13,-0.99,-4.26,3.19,317.48,7.25,353.85,-18.94,-79.25,70.02,6.17,1.02,13.45,316.0,308.6,354.0,21205,10775,45689
2020-06-05 00:00:00,2020-06-05,00:00:00,1.333,5,13,71.1,73.2,1,3.76,1.04,5.3,1.69,-2.69,4.77,-1.42,-4.22,2.87,-0.5,-3.67,2.64,321.61,4.13,356.65,-9.05,-74.91,41.81,5.38,3.4,7.22,330.0,315.9,351.2,28809,20254,52515
2020-06-06 00:00:00,2020-06-06,00:00:00,1.333,5,16,71.6,73.8,1,2.59,1.16,4.15,0.7,-1.6,3.32,-0.21,-3.07,3.09,-0.92,-3.87,2.3,350.03,4.51,357.38,-25.4,-84.97,77.96,9.63,4.47,11.75,318.5,304.2,328.1,20461,15701,39188
2020-06-07 00:00:00,2020-06-07,00:00:00,3.667,22,16,71.6,73.8,1,3.92,1.7,11.4,0.22,-6.25,6.23,-1.78,-6.62,9.18,0.08,-8.65,6.71,269.74,13.09,354.88,1.39,-78.16,55.1,12.76,7.48,35.7,337.6,293.0,474.3,36463,10179,208024
2020-06-08 00:00:00,2020-06-08,00:00:00,2.0,7,16,71.0,73.2,1,3.78,1.98,5.79,-3.17,-4.1,1.64,1.16,-0.99,5.16,-0.29,-3.95,3.09,154.37,62.11,194.71,-4.85,-53.36,51.7,6.16,3.37,8.96,465.0,420.7,487.1,220844,46166,353527
2020-06-09 00:00:00,2020-06-09,00:00:00,2.667,12,14,72.4,74.6,1,3.7,1.85,6.91,-1.67,-4.46,2.24,2.51,-1.23,6.0,0.3,-4.88,3.35,125.25,54.99,208.73,5.0,-55.19,58.43,5.31,2.71,10.77,412.2,357.8,481.1,118178,18242,365787
2020-06-10 00:00:00,2020-06-10,00:00:00,2.333,9,12,71.0,73.2,1,4.3,3.05,6.69,-2.15,-5.17,1.58,2.82,-3.91,5.92,0.4,-6.15,3.59,134.21,52.1,255.31,5.38,-76.39,71.82,6.67,4.51,9.48,467.5,444.7,494.0,248387,173743,286362
2020-06-11 00:00:00,2020-06-11,00:00:00,1.667,6,11,71.5,73.7,1,3.74,2.81,4.6,-2.21,-4.38,2.61,2.37,-1.02,3.93,-0.36,-3.11,2.96,131.47,46.06,193.65,-6.04,-57.73,46.13,2.98,1.45,6.33,432.3,391.4,475.6,141864,49349,258951
2020-06-12 00:00:00,2020-06-12,00:00:00,1.0,4,11,70.5,72.7,1,3.56,2.88,4.57,-0.97,-3.65,3.42,2.4,-0.85,4.18,-0.25,-2.79,2.96,110.97,14.5,195.6,-4.29,-53.86,41.73,2.92,1.38,4.05,341.6,320.1,399.5,16816,6843,64798
2020-06-13 00:00:00,2020-06-13,00:00:00,1.333,5,11,69.4,71.6,1,3.64,3.24,4.74,-3.12,-4.42,0.11,1.64,-1.06,3.78,0.62,-2.77,1.8,150.62,87.68,197.23,9.06,-47.27,29.16,2.86,1.34,5.85,324.0,306.4,338.6,8664,6079,16571
2020-06-14 00:00:00,2020-06-14,00:00:00,1.0,4,11,70.2,72.4,1,3.81,2.83,5.18,-2.55,-4.17,0.0,2.32,-3.46,4.79,0.12,-1.83,2.99,140.36,89.69,237.11,1.62,-28.9,56.3,3.8,1.27,15.21,302.6,291.0,427.3,11372,6678,48243
2020-06-15 00:00:00,2020-06-15,00:00:00,1.333,5,8,70.4,72.7,1,3.59,2.09,5.32,-2.45,-4.95,2.44,0.64,-2.67,3.04,-0.65,-4.36,2.36,160.85,27.33,347.46,-9.54,-81.89,47.93,5.51,3.64,7.72,319.5,298.4,333.8,42802,29048,72120
2020-06-16 00:00:00,2020-06-16,00:00:00,2.333,9,0,69.3,71.5,1,4.85,1.92,5.82,2.81,-3.26,4.92,-2.12,-4.92,3.07,-0.24,-3.08,3.48,323.08,25.68,345.25,-2.78,-47.53,77.27,1.98,0.54,12.01,377.0,312.5,491.6,25063,10911,83376
2020-06-17 00:00:00,2020-06-17,00:00:00,1.667,6,0,68.8,71.0,1,2.93,1.34,5.57,-1.23,-4.26,4.28,0.53,-3.47,3.21,-0.21,-5.23,2.32,151.82,6.1,354.58,-4.61,-82.39,62.74,10.31,1.5,14.87,299.4,274.5,362.5,15985,8432,37473
2020-06-18 00:00:00,2020-06-18,00:00:00,1.667,6,0,67.9,70.2,1,3.67,1.91,7.27,-1.34,-4.36,2.27,-1.26,-6.64,2.09,0.08,-5.44,3.98,228.0,17.7,336.34,1.69,-83.14,62.08,9.52,7.16,19.17,298.2,279.5,307.4,17768,9729,25599
2020-06-19 00:00:00,2020-06-19,00:00:00,1.667,6,0,68.8,71.1,1,5.26,2.8,6.8,-3.53,-5.23,1.24,1.7,-5.21,5.84,1.42,-4.27,5.82,160.41,97.62,290.93,17.38,-59.03,60.7,7.93,3.18,15.07,313.6,303.9,330.6,31034,20277,75157
2020-06-20 00:00:00,2020-06-20,00:00:00,2.333,9,0,67.8,70.0,1,3.41,0.69,7.36,0.15,-3.19,3.1,-1.24,-5.92,5.08,0.87,-6.75,4.02,279.56,2.5,356.18,18.43,-74.98,70.47,14.24,3.31,19.79,326.1,306.4,355.5,24980,18460,47551
2020-06-21 00:00:00,2020-06-21,00:00:00,1.333,5,0,67.6,69.9,1,3.23,1.16,4.58,0.01,-2.2,2.49,-2.06,-4.48,3.15,0.7,-2.67,3.1,267.78,30.89,316.73,12.01,-56.87,54.66,5.24,3.18,11.13,310.8,302.5,333.1,17461,11334,31973
2020-06-22 00:00:00,2020-06-22,00:00:00,1.0,4,0,67.6,69.9,1,2.81,1.82,3.56,0.88,-1.16,2.91,-2.01,-3.28,1.09,-0.07,-2.39,2.63,297.67,8.87,350.03,-1.5,-72.8,70.36,4.53,3.03,7.82,294.2,279.3,305.3,12617,7519,26312
2020-06-23 00:00:00,2020-06-23,00:00:00,1.333,5,0,67.1,69.3,1,3.3,1.15,5.42,0.32,-3.16,2.52,-0.6,-3.4,3.4,0.01,-5.15,2.34,263.32,26.24,348.35,0.26,-77.68,58.62,7.75,4.94,11.3,294.4,281.6,304.8,14793,8849,28733
2020-06-24 00:00:00,2020-06-24,00:00:00,1.0,4,0,66.9,69.1,1,4.26,1.55,5.81,-2.16,-4.97,5.66,1.53,-3.31,4.56,-0.52,-3.9,3.24,131.22,1.55,358.05,-6.96,-71.07,41.32,6.74,4.26,10.47,324.0,290.2,343.4,37112,16019,59997
2020-06-25 00:00:00,2020-06-25,00:00:00,1.0,4,0,68.9,71.2,1,4.14,2.36,5.15,-1.66,-3.88,2.93,-0.11,-4.89,4.46,0.77,-2.4,3.15,178.72,5.99,354.12,11.43,-50.91,44.7,7.22,4.35,11.09,335.6,329.2,357.2,38583,26254,69286
2020-06-26 00:00:00,2020-06-26,00:00:00,2.667,12,6,67.8,70.0,1,7.08,5.56,7.85,1.51,-1.32,5.01,-5.36,-7.28,-3.34,-3.82,-6.12,2.23,282.11,253.02,326.05,-32.5,-54.95,20.63,4.2,2.87,4.76,329.7,323.1,340.9,24731,20820,31640
2020-06-27 00:00:00,2020-06-27,00:00:00,2.667,12,4,68.9,71.2,1,5.7,1.69,10.51,3.03,-3.07,6.23,-2.63,-7.72,6.67,0.06,-5.54,7.9,313.84,6.41,350.84,0.59,-65.25,69.41,6.61,3.03,28.86,354.4,308.5,411.5,62537,13504,135417
2020-06-28 00:00:00,2020-06-28,00:00:00,1.0,4,0,69.2,71.5,1,3.61,2.93,4.8,2.81,-1.67,3.54,-2.09,-4.1,0.07,-0.62,-3.25,1.49,320.14,8.73,354.7,-9.82,-60.52,20.74,3.14,1.11,5.19,349.1,323.1,386.2,37841,13205,86563
2020-06-29 00:00:00,2020-06-29,00:00:00,0.667,3,0,68.7,71.0,1,3.2,1.93,3.89,1.72,-0.81,2.99,-1.95,-3.55,0.22,0.55,-2.68,2.85,310.57,2.9,356.76,11.15,-52.13,62.0,4.1,2.7,6.5,326.6,317.7,353.8,29567,18374,40329
2020-06-30 00:00:00,2020-06-30,00:00:00,1.667,6,0,68.1,70.4,1,3.92,1.85,5.9,2.13,-3.99,5.18,-2.33,-4.75,2.04,-0.07,-4.56,3.49,306.83,11.15,356.84,-1.33,-63.48,44.41,6.96,3.33,10.02,328.2,299.9,382.3,20450,9650,79330
2020-07-01 00:00:00,2020-07-01,00:00:00,2.333,9,4,68.9,71.2,1,4.75,3.2,6.56,0.74,-3.43,4.0,-3.65,-6.03,1.67,-0.45,-5.42,3.78,284.03,136.74,355.53,-5.34,-64.73,51.53,6.05,3.33,15.89,325.8,312.6,345.7,24097,10859,46181
2020-07-02 00:00:00,2020-07-02,00:00:00,1.333,5,2,68.0,70.3,1,3.63,1.51,5.44,-1.39,-5.07,3.32,1.32,-3.15,4.33,-0.47,-2.09,2.14,120.57,12.23,350.16,-7.4,-36.65,40.64,8.39,5.27,14.17,322.9,311.8,346.8,26467,17374,47901
2020-07-03 00:00:00,2020-07-03,00:00:00,1.0,4,0,69.3,71.6,1,4.19,1.32,5.72,-2.78,-5.39,1.6,1.65,-1.58,4.83,-0.36,-2.91,1.46,133.01,7.91,347.61,-5.73,-56.56,64.94,5.46,3.0,18.12,305.1,289.3,323.9,19161,10640,34546
2020-07-04 00:00:00,2020-07-04,00:00:00,3.0,15,7,69.5,71.8,1,5.24,1.28,10.27,-2.18,-8.47,3.49,3.95,-4.29,7.47,-0.05,-7.7,4.13,129.83,48.93,321.74,-0.65,-76.12,71.14,10.33,2.52,22.81,334.5,300.3,463.9,26911,12857,159869
2020-07-05 00:00:00,2020-07-05,00:00:00,3.333,18,5,69.4,71.8,1,5.23,2.49,10.45,-3.35,-8.35,1.99,2.86,-1.51,6.99,-1.17,-7.14,6.12,135.92,42.25,210.51,-14.36,-76.35,52.86,8.1,4.8,10.6,473.2,405.5,526.4,216522,77424,295200
2020-07-06 00:00:00,2020-07-06,00:00:00,1.333,5,5,68.5,70.8,1,4.48,2.55,5.62,-3.1,-4.95,1.38,2.26,-3.92,5.19,0.11,-2.56,2.57,145.11,42.17,275.16,1.34,-64.42,32.26,7.09,6.22,8.21,479.5,446.7,506.5,264954,74398,304928
2020-07-07 00:00:00,2020-07-07,00:00:00,1.667,6,8,67.7,70.0,1,3.31,1.9,5.21,-1.22,-4.48,2.37,2.26,-1.36,3.92,0.11,-2.18,2.48,114.3,22.4,212.85,1.9,-43.58,53.93,5.14,3.0,7.93,428.7,392.3,478.1,130467,39665,239214
2020-07-08 00:00:00,2020-07-08,00:00:00,0.667,3,0,67.2,69.4,1,2.43,1.74,3.43,-1.78,-3.42,0.78,1.37,-0.52,2.66,0.21,-1.09,2.01,142.55,67.32,192.38,4.11,-31.97,48.88,4.83,2.72,8.25,370.6,343.0,400.0,46205,33933,73715
2020-07-09 00:00:00,2020-07-09,00:00:00,1.0,4,0,68.7,71.0,1,3.92,2.71,4.91,-2.14,-4.89,2.44,2.27,-0.28,4.4,-0.17,-3.52,2.19,126.8,49.4,184.21,-2.62,-57.19,37.44,5.24,1.15,8.36,325.6,301.8,349.3,26257,12664,57322
2020-07-10 00:00:00,2020-07-10,00:00:00,1.333,5,0,68.8,71.1,1,3.72,1.59,4.95,-1.67,-3.51,2.14,2.48,-1.45,4.59,-0.2,-3.49,3.25,122.1,17.52,248.3,-3.73,-78.56,62.01,2.81,1.51,6.19,327.4,301.9,343.8,20474,11746,34039
2020-07-11 00:00:00,2020-07-11,00:00:00,1.0,4,0,68.7,71.0,1,3.08,1.05,4.87,-2.23,-3.37,2.16,1.53,-0.88,4.07,-0.14,-1.94,2.34,137.93,9.17,353.91,-2.68,-60.77,49.48,1.74,0.54,7.35,323.2,306.0,336.3,12315,5747,23469
2020-07-12 00:00:00,2020-07-12,00:00:00,0.667,3,0,67.6,69.8,1,3.01,0.73,5.37,-2.48,-4.53,1.31,0.37,-2.35,2.11,0.47,-0.83,2.67,171.31,25.3,214.49,10.33,-37.11,58.59,6.73,4.14,21.33,303.5,279.3,311.3,10962,6463,20526
2020-07-13 00:00:00,2020-07-13,00:00:00,2.667,12,0,68.2,70.5,1,6.13,2.86,10.5,1.68,-5.34,6.52,-0.01,-8.19,6.28,-1.28,-7.79,5.39,5.56,2.92,355.71,-11.91,-79.32,59.58,12.84,7.83,35.62,303.4,283.2,387.0,29795,16439,73933
2020-07-14 00:00:00,2020-07-14,00:00:00,3.667,22,0,68.9,71.2,1,8.01,6.28,9.5,-5.43,-8.38,2.41,-0.92,-6.46,6.19,-0.09,-8.8,3.53,183.36,105.04,309.32,-0.66,-83.65,28.19,6.57,3.06,11.24,364.6,336.8,389.7,33342,19902,71663
2020-07-15 00:00:00,2020-07-15,00:00:00,2.0,7,2,68.4,70.6,1,5.85,2.9,8.85,-2.22,-5.48,4.48,3.74,-1.37,8.64,0.7,-5.34,5.42,122.23,25.62,221.59,9.13,-50.77,47.99,4.54,2.06,8.32,390.1,337.6,430.4,65816,31199,178742
2020-07-16 00:00:00,2020-07-16,00:00:00,1.667,6,0,68.7,70.9,1,4.49,2.52,7.35,-2.43,-6.79,2.85,2.8,-1.35,5.32,0.73,-3.9,3.64,122.2,34.53,248.8,9.18,-58.52,46.88,5.37,3.28,7.59,413.5,397.0,438.8,66250,31575,180213
2020-07-17 00:00:00,2020-07-17,00:00:00,1.333,5,0,69.0,71.3,1,3.56,1.76,6.22,-1.2,-5.03,3.19,2.1,-1.96,4.7,0.62,-3.7,3.82,120.68,12.53,301.89,11.61,-55.64,48.99,3.46,1.4,7.75,403.3,380.7,425.7,52709,34621,172154
2020-07-18 00:00:00,2020-07-18,00:00:00,1.333,5,0,67.8,70.0,1,3.01,1.31,4.05,-1.57,-3.56,3.1,1.27,-1.89,3.76,-0.16,-2.48,1.62,130.26,7.53,328.84,-2.96,-72.74,30.43,3.42,2.21,8.1,365.1,336.1,436.5,43176,22229,278820
2020-07-19 00:00:00,2020-07-19,00:00:00,1.667,6,0,68.9,71.1,1,3.42,0.82,5.53,0.4,-3.56,3.82,1.7,-1.69,4.76,-0.69,-5.18,3.07,81.91,7.72,354.28,-13.76,-74.98,47.95,6.68,3.25,11.15,339.7,320.8,349.8,27889,17744,41659
2020-07-20 00:00:00,2020-07-20,00:00:00,1.0,4,0,69.3,71.6,1,2.67,0.89,4.66,-1.66,-3.16,3.66,0.91,-1.56,3.69,0.06,-2.9,2.16,148.49,5.9,321.2,1.39,-65.86,64.47,3.59,2.02,5.65,340.9,323.3,364.4,23614,14405,59912
2020-07-21 00:00:00,2020-07-21,00:00:00,1.667,6,6,69.8,72.1,1,3.35,1.24,5.03,-1.54,-4.69,3.43,0.85,-2.79,4.07,-0.55,-3.01,2.54,144.31,6.74,354.55,-11.23,-80.05,38.08,3.44,1.69,5.64,339.7,311.3,363.2,26599,12646,65922
2020-07-22 00:00:00,2020-07-22,00:00:00,1.333,5,11,70.0,72.2,1,4.12,2.74,5.59,-1.28,-3.8,1.99,3.21,-1.71,4.71,0.24,-3.91,2.9,117.54,49.18,298.45,3.72,-83.17,46.76,6.63,4.84,8.28,297.4,277.0,314.8,15841,7238,35021
2020-07-23 00:00:00,2020-07-23,00:00:00,1.0,4,11,70.3,72.5,1,2.78,1.14,4.66,0.89,-2.69,4.29,0.95,-0.74,3.86,-0.64,-2.37,2.02,69.84,0.58,359.49,-15.17,-55.15,32.6,8.52,3.59,17.76,310.8,295.7,319.2,17306,8698,30730
2020-07-24 00:00:00,2020-07-24,00:00:00,3.667,22,11,69.5,71.7,1,8.86,1.56,10.91,4.07,-1.46,7.87,-2.18,-8.99,3.69,-5.51,-8.99,9.89,325.13,0.81,358.22,-37.62,-77.69,84.18,7.94,3.84,27.7,358.9,302.3,379.8,41836,9937,123512
2020-07-25 00:00:00,2020-07-25,00:00:00,4.0,27,11,70.4,72.6,1,7.16,1.54,9.76,1.18,-4.76,4.47,6.2,-4.85,9.6,0.47,-6.12,6.6,83.4,11.3,343.88,3.28,-65.65,79.92,9.33,5.81,21.2,364.6,340.0,407.6,57472,34893,95518
2020-07-26 00:00:00,2020-07-26,00:00:00,1.0,4,11,71.4,73.6,1,3.33,1.92,4.55,2.27,-0.19,3.08,-1.06,-3.86,0.36,1.18,-2.97,2.92,327.31,2.45,358.07,23.4,-41.24,67.72,2.82,1.35,9.82,392.5,364.0,416.8,45948,28621,79077
2020-07-27 00:00:00,2020-07-27,00:00:00,1.0,4,11,71.4,73.7,1,5.03,3.78,6.5,2.77,-1.4,4.86,-3.17,-5.88,2.17,1.1,-4.08,4.74,312.2,2.55,357.65,13.97,-75.62,60.15,4.13,2.67,6.93,397.0,373.8,430.0,58080,20404,172109
2020-07-28 00:00:00,2020-07-28,00:00:00,2.0,7,20,71.8,74.1,1,3.59,2.29,4.92,2.23,-1.73,3.78,-2.22,-4.48,0.41,-0.13,-2.82,2.82,315.62,1.07,357.89,-1.87,-52.42,53.64,4.32,2.97,8.99,371.7,357.4,411.8,45019,29534,165730
2020-07-29 00:00:00,2020-07-29,00:00:00,2.0,7,21,72.6,74.9,1,3.13,0.95,6.17,-0.35,-5.03,3.36,-0.41,-3.24,4.54,0.15,-3.76,3.48,240.7,3.23,353.37,2.99,-80.85,50.23,6.66,1.59,11.4,344.5,320.0,374.0,22603,11940,53906
2020-07-30 00:00:00,2020-07-30,00:00:00,1.667,6,21,73.3,75.6,1,2.76,1.49,6.39,-0.92,-5.19,2.93,0.89,-3.14,4.09,0.18,-5.73,2.42,135.05,5.59,351.31,2.87,-81.32,60.61,5.01,2.5,14.31,324.7,313.5,356.8,23577,9955,46517
2020-07-31 00:00:00,2020-07-31,00:00:00,1.333,5,21,72.3,74.4,1,3.97,1.11,5.37,-0.34,-4.15,4.32,0.44,-2.66,4.47,-0.81,-3.8,2.98,99.11,0.97,356.72,-16.44,-54.01,49.93,7.92,1.94,13.67,345.7,313.2,378.6,42959,8561,108068
2020-08-01 00:00:00,2020-08-01,00:00:00,1.0,4,26,72.0,74.1,1,2.39,1.3,4.51,-1.77,-3.96,0.7,0.53,-2.61,2.18,-0.19,-2.47,2.61,167.18,71.53,285.04,-5.22,-69.65,68.17,8.0,4.57,12.35,329.8,318.4,356.2,26850,12255,68816
2020-08-02 00:00:00,2020-08-02,00:00:00,3.333,18,15,72.7,74.9,1,8.55,2.2,12.13,-3.53,-10.17,7.49,1.96,-2.63,9.39,0.59,-9.66,7.04,143.22,5.04,246.41,9.23,-63.32,48.22,12.21,5.79,19.78,382.8,317.2,524.1,76119,18725,370929
2020-08-03 00:00:00,2020-08-03,00:00:00,3.333,18,11,72.7,74.8,1,5.44,4.12,10.07,-4.1,-8.71,3.2,2.16,-4.02,7.75,0.89,-8.03,7.17,152.19,39.73,306.08,9.27,-69.34,67.76,8.71,5.46,15.79,610.6,522.0,708.2,390521,241116,794095
2020-08-04 00:00:00,2020-08-04,00:00:00,3.333,18,11,73.0,75.1,1,2.99,1.48,5.21,-1.31,-4.2,3.87,0.6,-3.1,4.78,0.22,-3.53,3.55,154.55,3.41,355.99,4.21,-77.74,71.79,6.06,4.78,9.76,636.3,569.0,736.7,484558,270195,1016750
2020-08-05 00:00:00,2020-08-05,00:00:00,2.333,9,12,73.4,75.6,1,2.58,0.88,4.86,-2.3,-4.25,2.66,0.29,-1.54,2.88,-0.19,-2.69,2.8,170.61,34.42,351.2,-3.92,-78.52,46.99,7.11,2.87,9.52,494.2,420.4,596.3,318023,85848,519575
2020-08-06 00:00:00,2020-08-06,00:00:00,2.0,7,14,73.1,75.1,1,3.79,2.21,5.13,-2.39,-4.51,1.55,0.84,-4.29,4.36,0.13,-3.55,3.43,163.06,38.02,292.66,1.99,-78.52,59.11,7.53,2.07,16.26,489.3,423.6,527.0,331700,77489,416380
2020-08-07 00:00:00,2020-08-07,00:00:00,1.667,6,17,74.0,76.0,1,4.47,3.82,5.05,-3.15,-4.49,-0.42,0.4,-3.61,4.11,1.73,-3.2,4.15,174.71,109.55,257.59,22.76,-55.05,63.18,5.42,2.79,7.73,448.5,410.6,479.9,289181,67000,350110
2020-08-08 00:00:00,2020-08-08,00:00:00,2.0,7,12,74.7,76.8,1,3.98,2.97,4.54,-2.61,-3.97,3.45,0.74,-3.17,4.09,-0.66,-3.46,2.76,159.61,33.28,242.98,-10.21,-65.18,38.88,2.83,0.7,6.66,413.9,351.3,452.8,129005,24631,337793
2020-08-09 00:00:00,2020-08-09,00:00:00,0.667,3,13,73.9,76.0,1,3.5,2.94,5.49,-2.62,-3.53,2.35,1.78,-2.02,4.94,-0.05,-2.77,4.5,139.74,54.96,214.6,-0.74,-49.74,56.63,1.94,0.24,5.03,365.9,325.2,425.4,36126,5835,184383
2020-08-10 00:00:00,2020-08-10,00:00:00,0.667,3,13,74.2,76.2,1,3.56,3.2,5.38,-2.56,-3.43,2.37,2.0,-0.3,4.82,-0.49,-2.54,4.66,128.71,45.28,185.21,-7.72,-39.94,62.52,3.46,1.21,7.85,434.9,305.1,513.3,96272,6773,427744
2020-08-11 00:00:00,2020-08-11,00:00:00,1.0,4,12,73.5,75.4,1,3.45,2.3,4.84,-2.19,-4.03,1.97,1.79,-1.37,3.2,-0.78,-2.88,3.08,140.96,47.21,201.81,-14.71,-51.81,41.8,2.65,1.17,4.42,442.4,294.0,472.3,164831,8724,323777
2020-08-12 00:00:00,2020-08-12,00:00:00,1.333,5,17,73.1,75.1,1,3.65,2.06,4.7,-1.44,-3.82,2.62,1.9,-2.7,3.97,-0.87,-3.62,2.79,119.27,8.15,305.39,-14.74,-69.35,41.72,6.27,1.43,9.29,306.9,296.5,467.5,22425,14349,265087
2020-08-13 00:00:00,2020-08-13,00:00:00,1.667,6,10,72.3,74.2,1,2.71,1.63,3.99,-1.86,-3.34,1.31,1.45,-1.81,2.72,-0.05,-2.73,2.6,142.9,30.39,270.18,-1.02,-76.4,49.93,5.22,3.65,7.53,289.1,277.9,300.7,19463,12689,29797
2020-08-14 00:00:00,2020-08-14,00:00:00,1.667,6,5,70.8,72.6,1,3.49,1.95,4.66,-0.96,-3.26,2.6,0.9,-3.83,3.96,-0.43,-3.88,2.82,143.64,7.71,355.61,-7.15,-80.44,57.42,4.68,2.86,6.94,307.7,296.6,318.1,18217,11334,26360
2020-08-15 00:00:00,2020-08-15,00:00:00,1.0,4,0,70.6,72.4,1,3.63,1.52,4.66,-0.58,-4.11,3.98,-0.69,-3.32,2.84,0.28,-3.16,4.04,217.4,12.81,351.71,4.64,-76.32,78.53,5.98,3.99,9.99,294.0,276.3,308.6,16022,10032,23820
2020-08-16 00:00:00,2020-08-16,00:00:00,1.0,4,0,70.9,72.6,1,6.65,2.41,8.62,-2.44,-6.69,1.03,2.31,-6.87,6.38,3.25,-4.58,7.13,161.11,88.45,293.65,29.99,-69.26,74.14,9.8,3.81,17.58,315.1,272.1,327.4,26269,12361,74940
